,Unnamed: 0,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,SessionTypeMobility/Recovery,SessionTypeGame,SessionTypeSkills,SessionTypeConditioning,SessionTypeStrength,SessionTypeCombat,SessionTypeSpeed,SessionTypeUnknown,BestOutOfMyselfNotAtAll,BestOutOfMyselfAbsolutely,BestOutOfMyselfSomewhat,BestOutOfMyselfUnknown
1965,1965,2018-04-21,2,1,Mobility/Recovery,45.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
1966,1966,2018-04-21,3,1,Skills,90.0,7.0,630.0,997.0,286.0,438.29,0.65,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
1967,1967,2018-04-21,3,1,Game,14.0,8.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1968,1968,2018-04-21,3,1,Game,11.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1969,1969,2018-04-21,3,1,Game,14.0,9.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1970,1970,2018-04-21,3,1,Mobility/Recovery,30.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
1971,1971,2018-04-21,4,1,Game,110.0,8.0,880.0,880.0,125.7,266.29,0.47,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1
1972,1972,2018-04-21,7,0,,0.0,0.0,0.0,0.0,66.4,268.71,0.25,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
1973,1973,2018-04-21,8,1,Game,37.0,6.0,222.0,1062.0,203.1,327.29,0.62,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
1974,1974,2018-04-21,8,1,Game,42.0,1.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
1975,1975,2018-04-21,10,1,Skills,90.0,4.0,360.0,657.0,221.0,281.0,0.79,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
1976,1976,2018-04-21,10,1,Game,7.0,6.0,42.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
1977,1977,2018-04-21,10,1,Game,15.0,9.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
1978,1978,2018-04-21,10,1,Game,15.0,8.0,120.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
1979,1979,2018-04-21,11,1,Game,32.0,7.0,224.0,964.0,280.6,400.93,0.7,8.0,5.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1980,1980,2018-04-21,11,1,Game,32.0,1.0,320.0,0.0,0.0,0.0,0.0,8.0,5.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1981,1981,2018-04-21,11,1,Game,35.0,1.0,350.0,0.0,0.0,0.0,0.0,8.0,5.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1982,1982,2018-04-21,11,1,Mobility/Recovery,35.0,2.0,70.0,0.0,0.0,0.0,0.0,8.0,5.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
1983,1983,2018-04-21,12,1,Game,40.0,3.0,120.0,120.0,25.7,92.68,0.28,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
1984,1984,2018-04-21,13,1,Game,34.0,9.0,306.0,615.0,227.1,343.04,0.66,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0
1985,1985,2018-04-21,13,1,Game,27.0,7.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0
1986,1986,2018-04-21,13,1,Game,24.0,5.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0
1987,1987,2018-04-21,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
1988,1988,2018-04-21,14,1,Game,27.0,5.0,135.0,604.0,86.3,167.29,0.52,6.0,7.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1989,1989,2018-04-21,14,1,Game,35.0,7.0,245.0,0.0,0.0,0.0,0.0,6.0,7.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1990,1990,2018-04-21,14,1,Game,32.0,7.0,224.0,0.0,0.0,0.0,0.0,6.0,7.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
1991,1991,2018-04-21,15,1,Speed,30.0,3.0,90.0,340.0,65.7,80.36,0.82,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
1992,1992,2018-04-21,15,1,Conditioning,30.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
1993,1993,2018-04-21,15,1,Strength,40.0,4.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
1994,1994,2018-04-21,16,1,Game,7.0,7.0,49.0,362.0,122.9,272.0,0.45,10.0,10.0,,0,1,0,0,0,0,0,0,0,0,0,1
1995,1995,2018-04-21,16,1,Game,7.0,9.0,63.0,0.0,0.0,0.0,0.0,10.0,10.0,,0,1,0,0,0,0,0,0,0,0,0,1
1996,1996,2018-04-21,16,1,Skills,50.0,5.0,250.0,0.0,0.0,0.0,0.0,10.0,10.0,,0,0,1,0,0,0,0,0,0,0,0,1
1997,1997,2018-04-21,17,1,Speed,45.0,4.0,180.0,940.0,367.9,295.46,1.25,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
1998,1998,2018-04-21,17,1,Skills,45.0,2.0,90.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
1999,1999,2018-04-21,17,1,Conditioning,30.0,9.0,270.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
2000,2000,2018-04-21,17,1,Strength,80.0,5.0,400.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
2001,2001,2018-04-20,2,1,Skills,70.0,3.0,210.0,220.0,126.0,241.46,0.52,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2002,2002,2018-04-20,2,1,Mobility/Recovery,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
2003,2003,2018-04-20,3,1,Skills,75.0,5.0,375.0,375.0,243.6,402.68,0.6,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2004,2004,2018-04-20,3,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2005,2005,2018-04-20,7,1,Conditioning,25.0,3.0,75.0,255.0,133.7,268.71,0.5,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
2006,2006,2018-04-20,7,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
2007,2007,2018-04-20,10,1,Skills,75.0,6.0,450.0,450.0,211.1,257.54,0.82,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2008,2008,2018-04-20,11,1,Skills,65.0,6.0,390.0,390.0,227.7,366.5,0.62,9.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2009,2009,2018-04-20,13,1,Skills,90.0,5.0,450.0,450.0,208.7,321.07,0.65,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0
2010,2010,2018-04-20,13,1,Mobility/Recovery,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2011,2011,2018-04-20,16,1,Skills,60.0,4.0,240.0,300.0,158.9,269.79,0.59,9.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2012,2012,2018-04-20,16,1,Mobility/Recovery,60.0,1.0,60.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2013,2013,2018-04-19,1,0,,0.0,0.0,0.0,0.0,77.4,253.04,0.31,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
2014,2014,2018-04-19,2,1,Mobility/Recovery,20.0,1.0,20.0,20.0,108.9,233.61,0.47,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
2015,2015,2018-04-19,6,1,Speed,45.0,7.0,315.0,930.0,257.1,437.86,0.59,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
2016,2016,2018-04-19,6,1,Skills,45.0,3.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2017,2017,2018-04-19,6,1,Strength,120.0,4.0,480.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
2018,2018,2018-04-19,7,1,Conditioning,30.0,3.0,90.0,90.0,141.0,259.61,0.54,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
2019,2019,2018-04-19,11,0,,0.0,0.0,0.0,0.0,213.1,352.57,0.6,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
2020,2020,2018-04-19,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,169.4,305.0,0.56,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2021,2021,2018-04-19,16,1,Mobility/Recovery,60.0,0.0,30.0,30.0,131.7,259.07,0.51,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2022,2022,2018-04-19,17,1,Speed,45.0,3.0,135.0,535.0,233.6,261.89,0.89,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
2023,2023,2018-04-19,17,1,Skills,40.0,1.0,40.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2024,2024,2018-04-19,17,1,Strength,90.0,4.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
2025,2025,2018-04-18,2,1,Skills,90.0,3.0,270.0,270.0,150.9,232.89,0.65,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2026,2026,2018-04-18,3,1,Skills,90.0,4.0,360.0,360.0,254.3,388.21,0.66,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2027,2027,2018-04-18,7,1,Conditioning,20.0,3.0,60.0,60.0,177.0,261.21,0.68,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
2028,2028,2018-04-18,8,1,Skills,90.0,4.0,360.0,360.0,239.6,306.5,0.78,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2029,2029,2018-04-18,10,1,Skills,60.0,3.0,180.0,180.0,242.6,241.46,1.0,8.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1
2030,2030,2018-04-18,11,1,Skills,90.0,4.0,360.0,360.0,228.9,350.07,0.65,8.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2031,2031,2018-04-18,13,1,Skills,90.0,5.0,450.0,450.0,237.1,309.46,0.77,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0
2032,2032,2018-04-18,13,1,Mobility/Recovery,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2033,2033,2018-04-18,16,1,Skills,60.0,4.0,240.0,285.0,178.4,261.93,0.68,10.0,10.0,,0,0,1,0,0,0,0,0,0,0,0,1
2034,2034,2018-04-18,16,1,Mobility/Recovery,45.0,1.0,45.0,0.0,0.0,0.0,0.0,10.0,10.0,,1,0,0,0,0,0,0,0,0,0,0,1
2035,2035,2018-04-18,17,1,Mobility/Recovery,30.0,0.0,15.0,215.0,157.1,242.79,0.65,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
2036,2036,2018-04-18,17,1,Strength,50.0,4.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
2037,2037,2018-04-17,1,1,Skills,15.0,1.0,15.0,75.0,151.4,265.0,0.57,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2038,2038,2018-04-17,1,1,Strength,30.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
2039,2039,2018-04-17,2,1,Skills,30.0,2.0,60.0,240.0,169.4,231.11,0.73,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2040,2040,2018-04-17,2,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
2041,2041,2018-04-17,3,1,Skills,30.0,3.0,90.0,270.0,284.3,407.75,0.7,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2042,2042,2018-04-17,3,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
2043,2043,2018-04-17,6,1,Speed,30.0,3.0,90.0,570.0,378.6,423.96,0.89,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
2044,2044,2018-04-17,6,1,Skills,40.0,2.0,80.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2045,2045,2018-04-17,6,1,Conditioning,20.0,8.0,160.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
2046,2046,2018-04-17,6,1,Conditioning,30.0,8.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
2047,2047,2018-04-17,7,1,Skills,20.0,1.0,20.0,60.0,218.4,275.14,0.79,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2048,2048,2018-04-17,7,1,Strength,20.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
2049,2049,2018-04-17,10,1,Skills,40.0,2.0,80.0,260.0,216.9,236.46,0.92,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2050,2050,2018-04-17,10,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
2051,2051,2018-04-17,11,1,Skills,35.0,2.0,70.0,250.0,261.0,346.14,0.75,8.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2052,2052,2018-04-17,11,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
2053,2053,2018-04-17,12,1,Strength,30.0,2.0,60.0,60.0,68.6,88.39,0.78,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
2054,2054,2018-04-17,13,1,Strength,20.0,3.0,60.0,75.0,215.7,311.79,0.69,0.0,0.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0
2055,2055,2018-04-17,13,1,Skills,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0
2056,2056,2018-04-17,13,1,Mobility/Recovery,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2057,2057,2018-04-17,16,1,Strength,45.0,3.0,135.0,183.0,172.0,265.93,0.65,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
2058,2058,2018-04-17,16,1,Skills,20.0,2.0,40.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2059,2059,2018-04-17,16,1,Mobility/Recovery,15.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,,1,0,0,0,0,0,0,0,0,0,0,1
2060,2060,2018-04-17,17,1,Skills,30.0,1.0,30.0,495.0,213.9,235.11,0.91,6.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1
2061,2061,2018-04-17,17,1,Conditioning,25.0,9.0,225.0,0.0,0.0,0.0,0.0,6.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1
2062,2062,2018-04-17,17,1,Conditioning,30.0,8.0,240.0,0.0,0.0,0.0,0.0,6.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1
2063,2063,2018-04-16,1,1,Skills,30.0,2.0,60.0,125.0,109.1,254.43,0.43,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2064,2064,2018-04-16,1,1,Game,7.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2065,2065,2018-04-16,1,1,Game,9.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2066,2066,2018-04-16,1,1,Mobility/Recovery,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
2067,2067,2018-04-16,3,0,,0.0,0.0,0.0,0.0,245.7,415.54,0.59,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
2068,2068,2018-04-16,5,1,Game,6.0,5.0,30.0,72.0,26.3,110.68,0.24,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
2069,2069,2018-04-16,5,1,Game,6.0,7.0,42.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
2070,2070,2018-04-16,6,1,Strength,60.0,5.0,300.0,300.0,297.1,418.61,0.71,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
2071,2071,2018-04-16,7,0,,0.0,0.0,0.0,0.0,209.9,290.68,0.72,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
2072,2072,2018-04-16,11,0,,0.0,0.0,0.0,0.0,225.3,356.43,0.63,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
2073,2073,2018-04-16,13,1,Mobility/Recovery,10.0,0.0,0.0,0.0,205.0,320.79,0.64,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2074,2074,2018-04-16,15,1,Speed,40.0,3.0,120.0,120.0,17.1,68.21,0.25,0.0,0.0,Not at all,0,0,0,0,0,0,1,0,1,0,0,0
2075,2075,2018-04-16,16,0,,0.0,0.0,0.0,0.0,150.1,269.25,0.56,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
2076,2076,2018-04-16,17,1,Speed,40.0,3.0,120.0,390.0,143.1,217.43,0.66,7.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1
2077,2077,2018-04-16,17,1,Skills,30.0,1.0,30.0,0.0,0.0,0.0,0.0,7.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1
2078,2078,2018-04-16,17,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,7.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
2079,2079,2018-04-15,1,1,Skills,45.0,3.0,135.0,221.0,122.9,262.75,0.47,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2080,2080,2018-04-15,1,1,Game,9.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2081,2081,2018-04-15,1,1,Game,7.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2082,2082,2018-04-15,1,1,Mobility/Recovery,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
2083,2083,2018-04-15,2,1,Skills,40.0,3.0,120.0,132.0,169.4,240.96,0.7,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2084,2084,2018-04-15,2,1,Game,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2085,2085,2018-04-15,3,1,Skills,60.0,6.0,360.0,700.0,310.0,432.96,0.72,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2086,2086,2018-04-15,3,1,Game,14.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2087,2087,2018-04-15,3,1,Mobility/Recovery,60.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2088,2088,2018-04-15,4,1,Game,76.0,8.0,608.0,608.0,249.4,285.29,0.87,6.0,6.0,,0,1,0,0,0,0,0,0,0,0,0,1
2089,2089,2018-04-15,7,1,Skills,60.0,5.0,300.0,471.0,263.4,305.86,0.86,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2090,2090,2018-04-15,7,1,Game,14.0,9.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2091,2091,2018-04-15,7,1,Game,5.0,9.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2092,2092,2018-04-15,8,1,Game,35.0,7.0,245.0,565.0,286.7,328.21,0.87,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2093,2093,2018-04-15,8,1,Game,40.0,8.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2094,2094,2018-04-15,10,1,Skills,60.0,6.0,360.0,588.0,179.7,242.71,0.74,8.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1
2095,2095,2018-04-15,10,1,Game,13.0,6.0,78.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,1,0,0,0,0,0,0,0,0,0,1
2096,2096,2018-04-15,10,1,Game,15.0,1.0,150.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,1,0,0,0,0,0,0,0,0,0,1
2097,2097,2018-04-15,11,1,Game,31.0,9.0,279.0,594.0,266.0,371.89,0.72,9.0,9.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2098,2098,2018-04-15,11,1,Game,25.0,9.0,225.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2099,2099,2018-04-15,11,1,Mobility/Recovery,45.0,2.0,90.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2100,2100,2018-04-15,12,1,Game,40.0,5.0,200.0,200.0,60.0,94.29,0.64,6.0,6.0,Somewhat,0,1,0,0,0,0,0,0,0,0,1,0
2101,2101,2018-04-15,13,1,Game,27.0,9.0,243.0,486.0,265.0,332.5,0.8,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0
2102,2102,2018-04-15,13,1,Game,27.0,9.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0
2103,2103,2018-04-15,13,1,Mobility/Recovery,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2104,2104,2018-04-15,16,1,Game,4.0,7.0,28.0,314.0,199.4,280.93,0.71,0.0,8.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2105,2105,2018-04-15,16,1,Game,7.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,8.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2106,2106,2018-04-15,16,1,Skills,40.0,5.0,200.0,0.0,0.0,0.0,0.0,0.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2107,2107,2018-04-15,16,1,Mobility/Recovery,30.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2108,2108,2018-04-14,1,1,Skills,20.0,3.0,60.0,121.0,147.0,254.86,0.58,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2109,2109,2018-04-14,1,1,Game,14.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2110,2110,2018-04-14,1,1,Mobility/Recovery,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
2111,2111,2018-04-14,2,1,Skills,25.0,4.0,100.0,100.0,150.6,236.25,0.64,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2112,2112,2018-04-14,3,1,Skills,30.0,6.0,180.0,306.0,317.1,407.96,0.78,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
2113,2113,2018-04-14,3,1,Game,14.0,9.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2114,2114,2018-04-14,4,1,Game,37.0,8.0,296.0,296.0,162.6,263.57,0.62,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1
2115,2115,2018-04-14,6,0,,0.0,0.0,0.0,0.0,505.7,427.71,1.18,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
2116,2116,2018-04-14,7,1,Skills,30.0,6.0,180.0,306.0,190.1,276.82,0.69,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
2117,2117,2018-04-14,7,1,Game,14.0,9.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2118,2118,2018-04-14,8,1,Game,40.0,7.0,280.0,280.0,311.7,308.04,1.01,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1
2119,2119,2018-04-14,10,1,Skills,30.0,4.0,120.0,232.0,100.0,220.18,0.45,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
2120,2120,2018-04-14,10,1,Game,14.0,8.0,112.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
2121,2121,2018-04-14,11,1,Game,31.0,8.0,248.0,288.0,256.1,350.68,0.73,9.0,9.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0
2122,2122,2018-04-14,11,1,Mobility/Recovery,20.0,2.0,40.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
2123,2123,2018-04-14,12,1,Game,20.0,2.0,40.0,40.0,57.1,87.14,0.66,7.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1
2124,2124,2018-04-14,13,1,Game,25.0,7.0,175.0,175.0,195.6,315.14,0.62,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0
2125,2125,2018-04-14,13,1,Mobility/Recovery,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
2126,2126,2018-04-14,16,1,Skills,20.0,4.0,80.0,110.0,214.6,269.71,0.8,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
