,Unnamed: 0,Unnamed: 0.1,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,SessionTypeMobility/Recovery,SessionTypeGame,SessionTypeSkills,SessionTypeConditioning,SessionTypeStrength,SessionTypeCombat,SessionTypeSpeed,SessionTypeUnknown,BestOutOfMyselfNotAtAll,BestOutOfMyselfAbsolutely,BestOutOfMyselfSomewhat,BestOutOfMyselfUnknown,TimeSinceAugFirst
1463,1463,1463,2018-05-13,11,1,Game,40.0,9.0,360.0,1059.0,514.1,452.61,1.14,10.0,10.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,285
1464,1464,1464,2018-05-13,11,1,Game,41.0,8.0,328.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,285
1465,1465,1465,2018-05-13,11,1,Game,42.0,8.0,336.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,285
1466,1466,1466,2018-05-13,11,1,Mobility/Recovery,35.0,1.0,35.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,285
1467,1467,1467,2018-05-13,12,1,Game,15.0,2.0,30.0,30.0,38.6,75.82,0.51,6.0,6.0,,0,1,0,0,0,0,0,0,0,0,0,1,285
1468,1468,1468,2018-05-13,13,1,Mobility/Recovery,15.0,0.0,0.0,848.0,431.9,296.61,1.46,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,285
1469,1469,1469,2018-05-13,13,1,Game,34.0,9.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0,285
1470,1470,1470,2018-05-13,13,1,Game,28.0,9.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0,285
1471,1471,1471,2018-05-13,13,1,Game,29.0,1.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0,285
1472,1472,1472,2018-05-13,16,1,Game,14.0,1.0,140.0,623.0,321.0,306.32,1.05,10.0,10.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,285
1473,1473,1473,2018-05-13,16,1,Game,7.0,9.0,63.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,285
1474,1474,1474,2018-05-13,16,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,285
1475,1475,1475,2018-05-13,16,1,Mobility/Recovery,60.0,2.0,120.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,285
1476,1476,1476,2018-05-12,1,1,Skills,60.0,3.0,180.0,357.0,213.9,243.64,0.88,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,284
1477,1477,1477,2018-05-12,1,1,Game,12.0,6.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1478,1478,1478,2018-05-12,1,1,Game,12.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1479,1479,1479,2018-05-12,1,1,Game,9.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1480,1480,1480,2018-05-12,2,1,Skills,50.0,5.0,250.0,575.0,296.4,304.11,0.97,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,284
1481,1481,1481,2018-05-12,2,1,Game,25.0,7.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1482,1482,1482,2018-05-12,2,1,Mobility/Recovery,50.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,284
1483,1483,1483,2018-05-12,3,0,,0.0,0.0,0.0,0.0,413.6,337.21,1.23,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,284
1484,1484,1484,2018-05-12,4,1,Game,40.0,8.0,320.0,952.0,281.7,291.89,0.97,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1485,1485,1485,2018-05-12,4,1,Game,39.0,8.0,312.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1486,1486,1486,2018-05-12,4,1,Game,40.0,8.0,320.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1487,1487,1487,2018-05-12,5,1,Game,7.0,7.0,49.0,224.0,32.0,79.39,0.4,8.0,9.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1488,1488,1488,2018-05-12,5,1,Game,14.0,9.0,126.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1489,1489,1489,2018-05-12,5,1,Game,7.0,7.0,49.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1490,1490,1490,2018-05-12,7,1,Skills,60.0,5.0,300.0,636.0,268.7,229.14,1.17,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,284
1491,1491,1491,2018-05-12,7,1,Game,14.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1492,1492,1492,2018-05-12,7,1,Game,7.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1493,1493,1493,2018-05-12,7,1,Game,14.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1494,1494,1494,2018-05-12,8,1,Game,40.0,1.0,400.0,1088.0,359.7,283.57,1.27,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1495,1495,1495,2018-05-12,8,1,Game,34.0,7.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1496,1496,1496,2018-05-12,8,1,Game,45.0,1.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1497,1497,1497,2018-05-12,10,1,Skills,90.0,5.0,450.0,620.0,264.3,238.54,1.11,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,284
1498,1498,1498,2018-05-12,10,1,Game,15.0,9.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1499,1499,1499,2018-05-12,10,1,Game,5.0,7.0,35.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1500,1500,1500,2018-05-12,11,1,Game,37.0,9.0,333.0,905.0,395.0,414.79,0.95,9.0,9.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,284
1501,1501,1501,2018-05-12,11,1,Game,37.0,7.0,259.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,284
1502,1502,1502,2018-05-12,11,1,Game,39.0,7.0,273.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,284
1503,1503,1503,2018-05-12,11,1,Mobility/Recovery,40.0,1.0,40.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,284
1504,1504,1504,2018-05-12,12,1,Game,30.0,4.0,120.0,150.0,34.3,74.75,0.46,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1505,1505,1505,2018-05-12,12,1,Game,10.0,3.0,30.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1506,1506,1506,2018-05-12,13,1,Mobility/Recovery,45.0,0.0,0.0,645.0,362.1,266.32,1.36,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,284
1507,1507,1507,2018-05-12,13,1,Game,29.0,9.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0,284
1508,1508,1508,2018-05-12,13,1,Game,24.0,7.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0,284
1509,1509,1509,2018-05-12,13,1,Game,27.0,8.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,1,0,0,0,0,0,0,1,0,0,0,284
1510,1510,1510,2018-05-12,15,1,Game,16.0,8.0,128.0,384.0,114.9,160.5,0.72,8.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1511,1511,1511,2018-05-12,15,1,Game,16.0,8.0,128.0,0.0,0.0,0.0,0.0,8.0,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,284
1512,1512,1512,2018-05-12,16,1,Game,3.0,5.0,15.0,544.0,257.7,284.07,0.91,10.0,8.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,284
1513,1513,1513,2018-05-12,16,1,Game,12.0,1.0,120.0,0.0,0.0,0.0,0.0,10.0,8.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,284
1514,1514,1514,2018-05-12,16,1,Game,7.0,7.0,49.0,0.0,0.0,0.0,0.0,10.0,8.0,Absolutely,0,1,0,0,0,0,0,0,0,1,0,0,284
1515,1515,1515,2018-05-12,16,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,10.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,284
1516,1516,1516,2018-05-12,16,1,Mobility/Recovery,60.0,1.0,60.0,0.0,0.0,0.0,0.0,10.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,284
1517,1517,1517,2018-05-11,1,1,Skills,60.0,3.0,180.0,185.0,162.9,238.79,0.68,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1518,1518,1518,2018-05-11,1,1,Mobility/Recovery,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,283
1519,1519,1519,2018-05-11,2,1,Skills,80.0,4.0,320.0,360.0,214.3,288.29,0.74,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1520,1520,1520,2018-05-11,2,1,Mobility/Recovery,20.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,283
1521,1521,1521,2018-05-11,3,1,Conditioning,30.0,4.0,120.0,120.0,413.6,362.21,1.14,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,283
1522,1522,1522,2018-05-11,3,1,Conditioning,30.0,4.0,120.0,120.0,396.4,357.93,1.11,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,283
1523,1523,1523,2018-05-11,4,1,Skills,45.0,4.0,180.0,180.0,145.7,279.61,0.52,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1524,1524,1524,2018-05-11,6,1,Conditioning,25.0,5.0,125.0,125.0,431.3,350.75,1.23,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,283
1525,1525,1525,2018-05-11,7,1,Skills,60.0,5.0,300.0,300.0,177.9,223.25,0.8,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1526,1526,1526,2018-05-11,8,1,Skills,60.0,5.0,300.0,300.0,204.3,264.89,0.77,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1527,1527,1527,2018-05-11,10,1,Skills,75.0,4.0,300.0,300.0,175.7,237.39,0.74,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1528,1528,1528,2018-05-11,11,1,Skills,60.0,6.0,360.0,360.0,265.7,403.68,0.66,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,283
1529,1529,1529,2018-05-11,12,1,Skills,45.0,2.0,90.0,90.0,12.9,76.54,0.17,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,283
1530,1530,1530,2018-05-11,13,1,Skills,60.0,6.0,360.0,360.0,270.0,260.64,1.04,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0,283
1531,1531,1531,2018-05-11,13,1,Mobility/Recovery,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,283
1532,1532,1532,2018-05-11,16,1,Skills,60.0,5.0,300.0,360.0,180.0,275.86,0.65,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,283
1533,1533,1533,2018-05-11,16,1,Mobility/Recovery,60.0,1.0,60.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,283
1534,1534,1534,2018-05-10,2,1,Mobility/Recovery,60.0,2.0,120.0,120.0,162.9,279.0,0.58,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,282
1535,1535,1535,2018-05-10,3,1,Speed,60.0,5.0,300.0,825.0,379.3,364.57,1.04,0.0,0.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,282
1536,1536,1536,2018-05-10,3,1,Strength,75.0,7.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,282
1537,1537,1537,2018-05-10,6,1,Speed,40.0,5.0,200.0,1010.0,413.4,346.29,1.19,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,282
1538,1538,1538,2018-05-10,6,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,282
1539,1539,1539,2018-05-10,6,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,282
1540,1540,1540,2018-05-10,7,0,,0.0,0.0,0.0,0.0,135.0,223.46,0.6,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,282
1541,1541,1541,2018-05-10,10,0,,0.0,0.0,0.0,0.0,132.9,234.96,0.57,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,282
1542,1542,1542,2018-05-10,11,0,,0.0,0.0,0.0,0.0,214.3,401.11,0.53,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,282
1543,1543,1543,2018-05-10,12,0,,0.0,0.0,0.0,0.0,0.0,74.75,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,282
1544,1544,1544,2018-05-10,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,218.6,254.04,0.86,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,282
1545,1545,1545,2018-05-10,14,1,Speed,40.0,4.0,160.0,640.0,286.4,190.39,1.5,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,282
1546,1546,1546,2018-05-10,14,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,282
1547,1547,1547,2018-05-10,14,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,282
1548,1548,1548,2018-05-10,16,0,,0.0,0.0,0.0,0.0,90.0,257.29,0.35,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,282
1549,1549,1549,2018-05-09,1,1,Skills,80.0,3.0,240.0,245.0,201.4,246.43,0.82,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,281
1550,1550,1550,2018-05-09,1,1,Mobility/Recovery,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,281
1551,1551,1551,2018-05-09,2,1,Skills,90.0,3.0,270.0,330.0,230.0,285.93,0.8,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,281
1552,1552,1552,2018-05-09,2,1,Mobility/Recovery,30.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,281
1553,1553,1553,2018-05-09,3,1,Skills,60.0,4.0,240.0,270.0,315.0,349.89,0.9,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,281
1554,1554,1554,2018-05-09,3,1,Mobility/Recovery,30.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,281
1555,1555,1555,2018-05-09,7,1,Skills,60.0,4.0,240.0,240.0,186.4,235.68,0.79,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,281
1556,1556,1556,2018-05-09,8,1,Skills,90.0,5.0,450.0,450.0,218.6,281.04,0.78,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,281
1557,1557,1557,2018-05-09,10,1,Skills,75.0,6.0,450.0,450.0,201.4,250.61,0.8,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,281
1558,1558,1558,2018-05-09,11,1,Skills,75.0,7.0,525.0,525.0,278.6,413.96,0.67,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,281
1559,1559,1559,2018-05-09,13,1,Skills,90.0,5.0,450.0,450.0,310.7,270.96,1.15,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0,281
1560,1560,1560,2018-05-09,13,1,Mobility/Recovery,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,281
1561,1561,1561,2018-05-09,14,1,Skills,60.0,3.0,180.0,195.0,246.4,167.54,1.47,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,281
1562,1562,1562,2018-05-09,14,1,Mobility/Recovery,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,281
1563,1563,1563,2018-05-09,16,1,Skills,60.0,3.0,180.0,270.0,194.0,279.68,0.69,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,281
1564,1564,1564,2018-05-09,16,1,Mobility/Recovery,45.0,2.0,90.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,281
1565,1565,1565,2018-05-08,1,1,Speed,40.0,2.0,80.0,440.0,262.9,246.25,1.07,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,280
1566,1566,1566,2018-05-08,1,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1567,1567,1567,2018-05-08,1,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1568,1568,1568,2018-05-08,2,1,Speed,15.0,4.0,60.0,510.0,202.1,288.43,0.7,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,280
1569,1569,1569,2018-05-08,2,1,Skills,70.0,3.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1570,1570,1570,2018-05-08,2,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1571,1571,1571,2018-05-08,3,1,Speed,30.0,4.0,120.0,1200.0,390.0,350.96,1.11,0.0,0.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,280
1572,1572,1572,2018-05-08,3,1,Conditioning,30.0,9.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,280
1573,1573,1573,2018-05-08,3,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,280
1574,1574,1574,2018-05-08,3,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,280
1575,1575,1575,2018-05-08,4,1,Speed,30.0,3.0,90.0,570.0,293.6,302.04,0.97,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,280
1576,1576,1576,2018-05-08,4,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1577,1577,1577,2018-05-08,4,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1578,1578,1578,2018-05-08,6,1,Conditioning,6.0,9.0,54.0,834.0,269.1,373.79,0.72,9.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1,280
1579,1579,1579,2018-05-08,6,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1580,1580,1580,2018-05-08,6,1,Conditioning,60.0,9.0,540.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1,280
1581,1581,1581,2018-05-08,7,1,Skills,45.0,5.0,225.0,525.0,243.6,239.61,1.02,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1582,1582,1582,2018-05-08,7,1,Speed,15.0,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,280
1583,1583,1583,2018-05-08,7,1,Strength,45.0,5.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1584,1584,1584,2018-05-08,8,1,Speed,20.0,4.0,80.0,680.0,154.3,275.68,0.56,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,280
1585,1585,1585,2018-05-08,8,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1586,1586,1586,2018-05-08,8,1,Strength,75.0,4.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1587,1587,1587,2018-05-08,10,1,Skills,75.0,4.0,300.0,480.0,137.1,234.54,0.58,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1588,1588,1588,2018-05-08,10,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1589,1589,1589,2018-05-08,11,1,Skills,75.0,6.0,450.0,750.0,326.4,407.18,0.8,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,280
1590,1590,1590,2018-05-08,11,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,280
1591,1591,1591,2018-05-08,13,1,Speed,15.0,3.0,45.0,720.0,300.7,265.61,1.13,0.0,0.0,Not at all,0,0,0,0,0,0,1,0,1,0,0,0,280
1592,1592,1592,2018-05-08,13,1,Skills,75.0,5.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0,280
1593,1593,1593,2018-05-08,13,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0,280
1594,1594,1594,2018-05-08,14,1,Conditioning,30.0,7.0,210.0,900.0,218.6,171.29,1.28,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,280
1595,1595,1595,2018-05-08,14,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1596,1596,1596,2018-05-08,14,1,Strength,90.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,280
1597,1597,1597,2018-05-08,15,1,Speed,30.0,2.0,60.0,300.0,105.7,146.79,0.72,7.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,280
1598,1598,1598,2018-05-08,15,1,Skills,80.0,3.0,240.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,280
1599,1599,1599,2018-05-08,16,1,Skills,60.0,4.0,240.0,450.0,254.0,278.61,0.91,10.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,280
1600,1600,1600,2018-05-08,16,1,Strength,50.0,3.0,150.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,280
1601,1601,1601,2018-05-08,16,1,Mobility/Recovery,30.0,2.0,60.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,280
1602,1602,1602,2018-05-07,1,1,Skills,90.0,3.0,270.0,270.0,219.3,230.54,0.95,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1603,1603,1603,2018-05-07,2,1,Skills,60.0,3.0,180.0,180.0,195.0,270.21,0.72,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1604,1604,1604,2018-05-07,3,1,Skills,90.0,4.0,360.0,360.0,244.3,308.11,0.79,0.0,0.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,279
1605,1605,1605,2018-05-07,4,1,Skills,90.0,3.0,270.0,270.0,310.7,281.68,1.1,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1606,1606,1606,2018-05-07,6,1,Speed,60.0,6.0,360.0,1050.0,198.9,344.0,0.58,9.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,279
1607,1607,1607,2018-05-07,6,1,Skills,90.0,5.0,450.0,0.0,0.0,0.0,0.0,9.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1608,1608,1608,2018-05-07,6,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,9.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,279
1609,1609,1609,2018-05-07,7,1,Skills,60.0,3.0,180.0,180.0,185.7,220.86,0.84,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1610,1610,1610,2018-05-07,11,1,Skills,75.0,3.0,225.0,225.0,260.0,380.39,0.68,9.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,279
1611,1611,1611,2018-05-07,13,1,Skills,90.0,4.0,360.0,360.0,217.9,239.89,0.91,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0,279
1612,1612,1612,2018-05-07,13,1,Mobility/Recovery,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,279
1613,1613,1613,2018-05-07,14,1,Skills,90.0,3.0,270.0,270.0,108.3,139.14,0.78,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1614,1614,1614,2018-05-07,15,1,Skills,60.0,2.0,120.0,120.0,187.1,136.07,1.38,8.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
1615,1615,1615,2018-05-07,16,1,Skills,60.0,3.0,180.0,180.0,211.1,263.61,0.8,10.0,10.0,,0,0,1,0,0,0,0,0,0,0,0,1,279
